model_key,model_label,classifier,selected_params_full_data,selected_f1_full_data,outer_splits,inner_splits,accuracy_mean,accuracy_std,accuracy_ci95,f1_mean,f1_std,f1_ci95,recall_mean,recall_std,recall_ci95,precision_mean,precision_std,precision_ci95,outer_best_params
all_features,All features,GaussianNB,{'nb__var_smoothing': 1e-06},0.5822257829726041,10,10,0.6873513735137352,0.00778854922673333,0.0048273928240648205,0.5822257829726041,0.006757502527933332,0.004188343459392525,0.9099859433508236,0.005550558651244059,0.00344027189435955,0.42807652730008733,0.006762242402892993,0.0041912812643291235,"[{'nb__var_smoothing': 1e-06}, {'nb__var_smoothing': 1e-06}, {'nb__var_smoothing': 1e-06}, {'nb__var_smoothing': 1e-06}, {'nb__var_smoothing': 1e-06}, {'nb__var_smoothing': 1e-06}, {'nb__var_smoothing': 1e-06}, {'nb__var_smoothing': 1e-06}, {'nb__var_smoothing': 1e-06}, {'nb__var_smoothing': 1e-06}]"
pca,PCA,GaussianNB,"{'nb__var_smoothing': 1e-09, 'pca__n_components': 20}",0.5932974780549303,10,10,0.8158466584665847,0.005378933293674173,0.0033338973956638642,0.5932974780549303,0.013796485595550885,0.0085511503647785,0.5613186105339766,0.016270174262859715,0.01008435848530361,0.6292291648926853,0.011916105405240426,0.00738567864816388,"[{'nb__var_smoothing': 1e-09, 'pca__n_components': 20}, {'nb__var_smoothing': 1e-09, 'pca__n_components': 20}, {'nb__var_smoothing': 1e-09, 'pca__n_components': 20}, {'nb__var_smoothing': 1e-09, 'pca__n_components': 20}, {'nb__var_smoothing': 1e-09, 'pca__n_components': 20}, {'nb__var_smoothing': 1e-09, 'pca__n_components': 20}, {'nb__var_smoothing': 1e-06, 'pca__n_components': 20}, {'nb__var_smoothing': 1e-09, 'pca__n_components': 20}, {'nb__var_smoothing': 1e-09, 'pca__n_components': 20}, {'nb__var_smoothing': 1e-09, 'pca__n_components': 20}]"
select_k_best,SelectKBest,GaussianNB,"{'nb__var_smoothing': 1e-09, 'selector__k': 20}",0.6281527413356612,10,10,0.7666461664616646,0.006239797546378983,0.0038674665874379936,0.6281527413356612,0.007392024428437141,0.004581624207839278,0.8233122483595686,0.008366131993516324,0.005185382331802857,0.5078309658973325,0.008144624364566911,0.005048090480992472,"[{'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}]"
select_k_best_under,SelectKBest + RandomUnderSampler,GaussianNB,"{'nb__var_smoothing': 1e-09, 'selector__k': 20}",0.6324092573818247,10,10,0.7658876588765887,0.006405197843624708,0.0039699827537712055,0.6324092573818247,0.007513867156087894,0.0046571431128372524,0.8412121732342618,0.008848558112531922,0.00548439313821643,0.506696296299721,0.008170768121447711,0.00506429454938653,"[{'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}, {'nb__var_smoothing': 1e-09, 'selector__k': 20}]"
